,580.00,4.00,232,168,0,0
5325,4,32.00,0.00,0.00,584.00,4.00,232,168,0,0
5326,4,32.00,0.00,0.00,588.00,4.00,232,168,0,0
5328,4,32.00,0.00,0.00,592.00,4.00,232,168,0,0
5334,4,32.00,0.00,0.00,596.00,4.00,232,168,0,0
5335,4,32.00,0.00,0.00,600.00,4.00,232,168,0,0
5337,4,32.00,0.00,0.00,604.00,4.00,232,168,0,0
5338,4,32.00,0.00,0.00,608.00,4.00,232,168,0,0
5339,4,32.00,0.00,0.00,612.00,4.00,232,168,0,0
5341,4,32.00,0.00,0.00,616.00,4.00,232,168,0,0
5342,4,32.00,0.00,0.00,620.00,4.00,232,168,0,0
5348,4,32.00,0.00,0.00,624.00,4.00,232,168,0,0
5350,4,32.00,0.00,0.00,628.00,4.00,232,168,0,0
5351,4,32.00,0.00,0.00,632.00,4.00,232,168,0,0
5352,4,32.00,0.00,0.00,636.00,4.00,232,168,0,0
5354,4,32.00,0.00,0.00,640.00,4.00,232,168,0,0
5355,4,32.00,0.00,0.00,644.00,4.00,232,168,0,0
5356,4,32.00,0.00,0.00,648.00,4.00,232,168,0,0
5363,4,32.00,0.00,0.00,652.00,4.00,232,168,0,0
5364,4,32.00,0.00,0.00,656.00,4.00,232,168,0,0
5365,4,32.00,0.00,0.00,660.00,4.00,232,168,0,0
5367,4,32.00,0.00,0.00,664.00,4.00,232,168,0,0
5368,4,32.00,0.00,0.00,668.00,4.00,232,168,0,0
5369,4,32.00,0.00,0.00,672.00,4.00,232,168,0,0
5376,4,32.00,0.00,0.00,676.00,4.00,232,168,0,0
5377,4,32.00,0.00,0.00,680.00,4.00,232,168,0,0
5378,4,32.00,0.00,0.00,684.00,4.00,232,168,0,0
5380,4,32.00,0.00,0.00,688.00,4.00,232,168,0,0
5381,4,32.00,0.00,0.00,692.00,4.00,232,168,0,0
5382,4,32.00,0.00,0.00,696.00,4.00,232,168,0,0
5384,4,32.00,0.00,0.00,700.00,4.00,232,168,0,0
5390,4,32.00,0.00,0.00,704.00,4.00,232,168,0,0
5391,4,32.00,0.00,0.00,708.00,4.00,232,168,0,0
5393,4,32.00,0.00,0.00,712.00,4.00,232,168,0,0
5394,4,32.00,0.00,0.00,716.00,4.00,232,168,0,0
5395,4,32.00,0.00,0.00,720.00,4.00,232,168,0,0
