5025,0,0.00,0.00,0.00,0.00,0.00,180,180,0,0
5027,0,0.00,0.00,0.00,0.00,0.00,180,180,1,1
5028,0,0.00,0.00,0.00,0.00,0.00,180,180,3,3
5030,0,0.00,0.00,0.00,0.00,0.00,180,180,4,4
5031,0,0.00,0.00,0.00,0.00,0.00,180,180,19,19
5043,0,0.00,0.00,0.00,0.00,0.00,180,180,20,20
5044,0,0.00,0.00,0.00,0.00,0.00,180,180,22,22
5045,0,0.00,0.00,0.00,0.00,0.00,180,180,24,24
5047,0,0.00,0.00,0.00,0.00,0.00,180,180,38,38
5058,0,0.00,0.00,0.00,0.00,0.00,180,180,39,39
5060,0,0.00,0.00,0.00,0.00,0.00,180,180,40,40
5061,0,0.00,0.00,0.00,0.00,0.00,180,180,43,43
5073,0,0.00,0.00,0.00,0.00,0.00,180,180,56,56
5074,0,0.00,0.00,0.00,0.00,0.00,180,16,76
5091,0,0.00,0.00,0.00,0.00,0.00,180,180,79,79
5093,0,0.0080,58,58
5075,0,0.00,0.00,0.00,0.00,0.00,180,180,60,60
5077,0,00,0.00,180,180,75,75
5090,0,0.00,0.00,0.00,0.00,0.00,180,180,70.00,0.00,0.00,0.00,0.00,180,180,74,74
5088,0,0.00,0.00,0.00,0.,0.00,0.00,0.00,0.00,180,180,92,92
5104,0,0.00,0.00,0.00,0.00,0.00,180,180,94,94
5105,0,0.00,0.00,0.00,0.00,0.00,180,180,96,96
5107,0,0.00,0.00,0.00,0.00,0.00,180,180,97,97
5108,0,0.00,0.00,0.00,0.00,0.00,180,180,111,111
5120,0,0.00,0.00,0.00,0.00,0.00,180,180,112,112
5121,0,0.00,0.00,0.00,0.00,0.00,180,180,115,115
5123,0,0.00,0.00,0.00,0.00,0.00,180,180,116,116
5134,0,0.00,0.00,0.00,0.00,0.00,180,180,130,130
5136,0,0.00,0.00,0.00,0.00,0.00,180,180,131,131
5137,0,0.00,0.00,0.00,0.00,0.00,180,180,134,134
5138,0,0.00,0.00,0.00,0.00,0.00,180,180,147,147
5150,0,0.00,0.00,0.00,0.00,0.00,180,180,149,149
5151,2,27.00,20.00,0.00,0.00,0.00,227,133,151,148
5153,2,27.00,0.00,0.00,2.00,2.00,207,153,152,149
